date,close,volume,open,high,low
07-04-2017,65.68,14089430,65.85,65.96,65.44
06-04-2017,65.73,18074330,65.6,66.055,65.48
05-04-2017,65.56,21418530,66.3,66.35,65.4443
04-04-2017,65.73,12988620,65.39,65.81,65.28
03-04-2017,65.55,20362440,65.81,65.94,65.19
31-03-2017,65.86,21037270,65.65,66.19,65.45
30-03-2017,65.71,15109580,65.42,65.98,65.36
29-03-2017,65.47,13613870,65.12,65.5,64.9475
28-03-2017,65.29,20066100,64.96,65.47,64.65
27-03-2017,65.1,18555230,64.63,65.22,64.35
24-03-2017,64.98,22616680,65.12,65.45,64.76
23-03-2017,64.87,19267040,64.94,65.235,64.765
22-03-2017,65.03,20635780,64.12,65.14,64.12
21-03-2017,64.21,26607950,65.19,65.5,64.13
20-03-2017,64.93,14273670,64.91,65.175,64.72
17-03-2017,64.87,49077080,64.91,65.24,64.68
16-03-2017,64.64,20638340,64.75,64.76,64.3
15-03-2017,64.75,24819560,64.55,64.92,64.25
14-03-2017,64.41,14280080,64.53,64.55,64.15
13-03-2017,64.71,19558920,65.01,65.195,64.57
10-03-2017,64.93,19531290,65.11,65.26,64.75
09-03-2017,64.73,19841220,65.19,65.2,64.48
08-03-2017,64.99,21510490,64.26,65.085,64.25
07-03-2017,64.4,18507840,64.19,64.775,64.19
06-03-2017,64.27,17536510,63.97,64.56,63.81
03-03-2017,64.25,18138220,63.99,64.28,63.62
02-03-2017,64.01,24523130,64.69,64.75,63.88
01-03-2017,64.94,26911390,64.13,64.99,64.0218
28-02-2017,63.98,23225630,64.08,64.2,63.76
27-02-2017,64.23,15852360,64.54,64.54,64.045
24-02-2017,64.62,21778650,64.53,64.8,64.135
23-02-2017,64.62,20255890,64.42,64.7285,64.195
22-02-2017,64.36,19274640,64.33,64.39,64.05
21-02-2017,64.49,20643320,64.61,64.95,64.45
17-02-2017,64.62,21236980,64.47,64.69,64.3
16-02-2017,64.52,20538890,64.74,65.24,64.44
15-02-2017,64.53,16984020,64.5,64.57,64.155
14-02-2017,64.57,23080270,64.41,64.72,64.02
13-02-2017,64.72,22871800,64.24,64.86,64.13
10-02-2017,64,18169980,64.25,64.3,63.975
09-02-2017,64.06,22625170,63.52,64.435,63.32
08-02-2017,63.34,18089300,63.57,63.81,63.22
07-02-2017,63.43,20271020,63.74,63.78,63.23
06-02-2017,63.64,19776560,63.5,63.65,63.14
03-02-2017,63.68,30288330,63.5,63.7,63.07
02-02-2017,63.17,45820410,63.25,63.41,62.75
01-02-2017,63.58,39650890,64.355,64.62,63.47
31-01-2017,64.65,25258900,64.86,65.15,64.26
30-01-2017,65.13,31627120,65.69,65.79,64.8
27-01-2017,65.78,44806710,65.39,65.91,64.89
26-01-2017,64.27,42688490,64.12,64.535,63.55
25-01-2017,63.68,24480930,63.95,64.1,63.45
24-01-2017,63.52,24647260,63.2,63.735,62.94
23-01-2017,62.96,23055910,62.7,63.1159,62.57
20-01-2017,62.74,30067740,62.67,62.82,62.37
19-01-2017,62.3,18438530,62.24,62.98,62.195
18-01-2017,62.5,19666750,62.67,62.7,62.12
17-01-2017,62.53,20662940,62.68,62.7,62.03
13-01-2017,62.7,19421370,62.62,62.865,62.35
12-01-2017,62.61,20965490,63.06,63.4,61.95
11-01-2017,63.19,21503740,62.61,63.23,62.43
10-01-2017,62.62,18587170,62.73,63.07,62.28
09-01-2017,62.64,20374410,62.76,63.08,62.54
06-01-2017,62.84,19899270,62.3,63.15,62.04
05-01-2017,62.3,24866880,62.19,62.66,62.03
04-01-2017,62.3,21325140,62.48,62.75,62.12
03-01-2017,62.58,20655190,62.79,62.84,62.125
30-12-2016,62.14,25575720,62.96,62.99,62.03
29-12-2016,62.9,10248460,62.86,63.2,62.73
28-12-2016,62.99,14348340,63.4,63.4,62.83
27-12-2016,63.28,11743650,63.21,64.07,63.21
23-12-2016,63.24,12399540,63.45,63.54,62.8
22-12-2016,63.55,22175270,63.84,64.1,63.405
21-12-2016,63.54,17084370,63.43,63.7,63.12
20-12-2016,63.54,26017470,63.69,63.8,63.025
19-12-2016,63.62,34318500,62.56,63.77,62.42
16-12-2016,62.3,42452660,62.95,62.95,62.115
15-12-2016,62.58,27661180,62.7,63.1535,62.3
14-12-2016,62.68,30335770,63,63.45,62.53
13-12-2016,62.98,35072050,62.5,63.42,62.24
12-12-2016,62.17,20186390,61.82,62.3,61.72
09-12-2016,61.97,27337160,61.18,61.99,61.125
08-12-2016,61.01,21201400,61.3,61.58,60.84
07-12-2016,61.37,30807320,60.01,61.38,59.8
06-12-2016,59.95,19966340,60.43,60.46,59.8
05-12-2016,60.22,23552030,59.7,60.585,59.56
02-12-2016,59.25,25464230,59.08,59.47,58.8
01-12-2016,59.2,34518030,60.11,60.15,58.935
30-11-2016,60.26,34641520,60.86,61.18,60.215
29-11-2016,61.09,22365860,60.65,61.41,60.52
28-11-2016,60.61,20604370,60.34,61.02,60.21
25-11-2016,60.53,8409616,60.3,60.53,60.13
23-11-2016,60.4,21847500,61.01,61.1,60.25
22-11-2016,61.12,23205870,60.98,61.26,60.805
21-11-2016,60.86,19638240,60.5,60.97,60.42
18-11-2016,60.35,27210170,60.78,61.14,60.3
17-11-2016,60.64,32084890,60.41,60.95,59.965
16-11-2016,59.65,27329530,58.94,59.66,58.81
15-11-2016,58.87,35850360,58.33,59.49,58.315
14-11-2016,58.12,41248640,59.02,59.08,57.28
11-11-2016,59.02,35932400,58.23,59.116,58.01
10-11-2016,58.7,57770560,60.48,60.49,57.6302
09-11-2016,60.17,49588490,60,60.59,59.2
08-11-2016,60.47,22923800,60.55,60.78,60.15
07-11-2016,60.42,31652340,59.78,60.52,59.78
04-11-2016,58.71,28693430,58.65,59.28,58.52
03-11-2016,59.21,21448620,59.53,59.64,59.11
02-11-2016,59.43,22118490,59.82,59.93,59.3
01-11-2016,59.8,24474870,59.97,60.02,59.25
31-10-2016,59.92,26418340,60.16,60.42,59.92
28-10-2016,59.87,33569190,60.01,60.52,59.58
27-10-2016,60.1,28444550,60.61,60.83,60.09
26-10-2016,60.63,29908240,60.81,61.2,60.47
25-10-2016,60.99,35119480,60.85,61.3699,60.8
24-10-2016,61,54039610,59.94,61,59.93
21-10-2016,59.66,80008400,60.28,60.45,59.485
20-10-2016,57.25,48880910,57.5,57.52,56.66
19-10-2016,57.53,22840410,57.47,57.84,57.395
18-10-2016,57.66,18862790,57.53,57.945,57.41
17-10-2016,57.22,23829490,57.36,57.46,56.87
14-10-2016,57.42,27221480,57.12,57.74,57.12
13-10-2016,56.92,25217590,56.7,57.3,56.315
12-10-2016,57.11,22157100,57.11,57.27,56.4
11-10-2016,57.19,26483780,57.89,58.02,56.89
10-10-2016,58.04,18085830,57.91,58.39,57.87
07-10-2016,57.8,20062440,57.85,57.98,57.42
06-10-2016,57.74,16194470,57.74,57.86,57.28
05-10-2016,57.64,16708620,57.29,57.9601,57.26
04-10-2016,57.24,20061950,57.27,57.595,56.97
03-10-2016,57.42,19156410,57.405,57.55,57.06
30-09-2016,57.6,29877820,57.57,57.77,57.34
29-09-2016,57.4,25389600,57.81,58.1679,57.21
28-09-2016,58.03,20523320,57.88,58.06,57.67
27-09-2016,57.95,28029780,56.93,58.06,56.681
26-09-2016,56.9,21184750,57.08,57.14,56.83
23-09-2016,57.43,19941140,57.87,57.91,57.38
22-09-2016,57.82,19821760,57.92,58,57.63
21-09-2016,57.76,33623490,57.51,57.85,57.08
20-09-2016,56.81,17347740,57.35,57.35,56.75
19-09-2016,56.93,20919450,57.27,57.75,56.85
16-09-2016,57.25,44603890,57.63,57.63,56.75
15-09-2016,57.19,27049520,56.15,57.35,55.98
14-09-2016,56.26,24265700,56.39,56.63,56.03
13-09-2016,56.53,30062330,56.5,56.65,56.05
12-09-2016,57.05,29266780,56,57.205,55.61
09-09-2016,56.21,35026930,56.79,57.52,56.21
08-09-2016,57.43,20109050,57.63,57.79,57.18
07-09-2016,57.66,17484810,57.47,57.84,57.405
06-09-2016,57.61,16264890,57.78,57.8,57.21
02-09-2016,57.67,18897210,57.67,58.19,57.42
01-09-2016,57.59,26053530,57.01,57.82,57.01
31-08-2016,57.46,20844280,57.65,57.8,57.3
30-08-2016,57.89,16900190,57.98,58.19,57.61
29-08-2016,58.1,16388470,58.18,58.6,58.1
26-08-2016,58.03,20935160,58.28,58.7,57.69
25-08-2016,58.17,18551890,57.88,58.29,57.78
24-08-2016,57.95,17118420,57.8,58.04,57.715
23-08-2016,57.89,18722560,57.9,58.18,57.85
22-08-2016,57.67,15215880,57.6,57.75,57.26
19-08-2016,57.62,17271010,57.43,57.73,57.2
18-08-2016,57.6,14211810,57.42,57.7,57.27
17-08-2016,57.56,18798940,57.54,57.68,57.23
16-08-2016,57.44,20452960,57.61,57.62,57.27
15-08-2016,58.12,18764820,58.01,58.5,57.96
12-08-2016,57.94,21646690,58.03,58.19,57.62
11-08-2016,58.3,18161190,58.03,58.45,58.03
10-08-2016,58.02,15702720,58.16,58.32,57.82
09-08-2016,58.2,16891750,58.17,58.5,58.02
08-08-2016,58.06,19459340,58.055,58.085,57.78
05-08-2016,57.96,28804780,57.65,58.21,57.45
04-08-2016,57.39,26485600,56.8,57.5193,56.67
03-08-2016,56.97,22069790,56.68,57.11,56.49
02-08-2016,56.58,35115250,56.85,56.9,56.31
01-08-2016,56.58,26003110,56.6,56.75,56.14
29-07-2016,56.68,30556950,56.26,56.76,56.05
28-07-2016,56.21,37246140,56,56.37,55.72
27-07-2016,56.19,32283520,56.61,56.8,56.11
26-07-2016,56.76,28028820,56.52,57.29,56.51
25-07-2016,56.73,24313330,56.47,56.74,56.255
22-07-2016,56.57,31900840,56.08,56.6275,55.78
21-07-2016,55.8,32752350,55.98,56.23,55.76
20-07-2016,55.91,89835200,56.15,56.84,55.53
19-07-2016,53.09,51870970,53.71,53.9,52.93
18-07-2016,53.96,31087650,53.7,54.34,53.55
15-07-2016,53.7,31986450,53.95,54,53.21
14-07-2016,53.74,24535370,53.84,53.99,53.58
13-07-2016,53.51,25334860,53.56,53.86,53.18
12-07-2016,53.21,27312600,52.94,53.4,52.785
11-07-2016,52.59,21894550,52.5,52.83,52.47
08-07-2016,52.3,28390820,51.73,52.36,51.55
07-07-2016,51.38,19582210,51.42,51.61,51.07
06-07-2016,51.38,28165990,50.78,51.54,50.39
05-07-2016,51.17,24781550,50.83,51.28,50.74
01-07-2016,51.16,21398770,51.13,51.72,51.07
30-06-2016,51.17,28524020,50.72,51.3,50.5
29-06-2016,50.54,31287260,49.91,50.72,49.8
28-06-2016,49.44,38132040,48.92,49.47,48.67
27-06-2016,48.43,50308070,49.1,49.1466,48.035
24-06-2016,49.83,133456500,49.81,50.94,49.52
23-06-2016,51.91,28960330,51.28,52.06,51.15
22-06-2016,50.99,28801660,51.08,51.46,50.9525
21-06-2016,51.19,34075570,50.2,51.43,50.16
20-06-2016,50.07,35597220,50.64,50.83,50.03
17-06-2016,50.13,45675100,50.41,50.43,49.82
16-06-2016,50.39,31104460,49.52,50.47,49.5068
15-06-2016,49.69,33718830,49.78,50.12,49.69
14-06-2016,49.83,42568290,49.9,50.1,49.57
13-06-2016,50.14,83206230,49.58,50.715,49.06
10-06-2016,51.48,25833020,51.05,52.05,51.04
09-06-2016,51.62,20303990,52,52,51.49
08-06-2016,52.04,21127190,52.02,52.44,51.87
07-06-2016,52.1,20798030,52.24,52.73,52.1
06-06-2016,52.13,18137760,51.99,52.35,51.89
03-06-2016,51.79,23254530,52.38,52.42,51.6
02-06-2016,52.48,22682220,52.64,52.74,51.835
01-06-2016,52.85,25104350,52.44,52.95,52.44
31-05-2016,53,37461550,52.26,53,52.08
27-05-2016,52.32,17671620,51.92,52.32,51.77
26-05-2016,51.89,24308620,51.93,51.9793,51.36
25-05-2016,52.12,24176970,51.92,52.49,51.79
24-05-2016,51.59,34726410,50.7,51.71,50.4
23-05-2016,50.03,26110160,50.6,50.68,49.98
20-05-2016,50.62,23770620,50.48,51.22,50.4
19-05-2016,50.32,23784750,50.47,50.62,49.82
18-05-2016,50.81,24861480,50.48,51.14,50.3
17-05-2016,50.51,27790370,51.72,51.73,50.36
16-05-2016,51.83,19962750,50.8,51.96,50.75
13-05-2016,51.08,22439560,51.44,51.895,51.04
12-05-2016,51.51,24101640,51.2,51.81,50.92
11-05-2016,51.05,24026140,51.13,51.78,51
10-05-2016,51.02,22871860,50.33,51.1,50.19
09-05-2016,50.07,17883360,50.49,50.585,50
06-05-2016,50.39,24772020,49.92,50.39,49.66
05-05-2016,49.94,25386690,49.87,50.3,49.73
04-05-2016,49.87,24249670,49.84,50.06,49.46
03-05-2016,49.78,26445230,50.34,50.41,49.6
02-05-2016,50.61,33105170,50,50.75,49.7799
29-04-2016,49.87,48391580,49.35,50.25,49.35
28-04-2016,49.9,43108350,50.62,50.77,49.56
27-04-2016,50.94,43301480,51.48,51.5,50.55
26-04-2016,51.44,33513780,52.26,52.35,51.09
25-04-2016,52.11,33124870,51.78,52.13,51.63
22-04-2016,51.78,126793100,51.91,52.4297,50.77
21-04-2016,55.78,38182900,55.8,56.23,55.415
20-04-2016,55.59,36169280,56.29,56.5,55.485
19-04-2016,56.39,29566220,56.63,56.77,55.68
18-04-2016,56.46,23758570,55.49,56.59,55.21
15-04-2016,55.65,28462970,55.3,55.92,55.11
14-04-2016,55.36,20875260,55.22,55.575,55.07
13-04-2016,55.35,20813640,55.12,55.4375,54.89
12-04-2016,54.65,24874410,54.37,54.78,53.76
11-04-2016,54.31,21400400,54.49,55.15,54.3
08-04-2016,54.42,22159630,54.67,55.28,54.32
07-04-2016,54.46,19221270,54.87,54.91,54.23
06-04-2016,55.12,21072150,54.36,55.2,54.21
05-04-2016,54.56,19261620,55.19,55.3,54.46
04-04-2016,55.43,18908300,55.43,55.66,55
01-04-2016,55.57,24383590,55.05,55.61,54.57
31-03-2016,55.23,26353570,54.95,55.59,54.86
30-03-2016,55.05,22992090,54.93,55.64,54.9
29-03-2016,54.71,23913950,53.66,54.86,53.45
28-03-2016,53.54,17018120,54.21,54.29,53.33
24-03-2016,54.21,18967510,53.84,54.33,53.73
23-03-2016,53.97,20123800,54.11,54.24,53.74
22-03-2016,54.07,23105140,53.61,54.25,53.46
21-03-2016,53.86,23920160,53.25,53.9298,52.93
18-03-2016,53.49,67622520,54.92,54.97,53.445
17-03-2016,54.66,28193010,54.21,55,54
16-03-2016,54.35,31679130,53.45,54.6,53.4
15-03-2016,53.59,21011480,52.75,53.59,52.74
14-03-2016,53.17,24079770,52.71,53.59,52.63
11-03-2016,53.07,32267360,53,53.07,52.38
10-03-2016,52.05,38385600,52.93,52.94,51.16
09-03-2016,52.84,28238270,51.89,52.85,51.855
08-03-2016,51.65,33822940,50.8,52.13,50.595
07-03-2016,51.03,38426220,51.56,51.8,50.58
04-03-2016,52.03,33033010,52.4,52.45,51.71
03-03-2016,52.35,24423260,52.97,52.97,51.78
02-03-2016,52.95,29269240,52.41,52.96,52.155
01-03-2016,52.58,32999880,50.97,52.59,50.9199
29-02-2016,50.88,31632160,51.35,51.65,50.66
26-02-2016,51.3,35945290,52.6,52.68,51.1
25-02-2016,52.1,26906570,51.73,52.1,50.61
24-02-2016,51.36,32918630,50.69,51.5,50.2
23-02-2016,51.18,28866480,52.34,52.37,50.98
22-02-2016,52.65,24992030,52.28,53,52.28
19-02-2016,51.82,33531580,51.97,52.28,51.53
18-02-2016,52.19,27016950,52.33,52.95,52.1
17-02-2016,52.42,40779580,51.49,52.77,51.45
16-02-2016,51.09,36460400,50.9,51.09,50.13
12-02-2016,50.5,34216160,50.25,50.68,49.75
11-02-2016,49.69,48855890,48.68,50.11,48.51
10-02-2016,49.71,38220450,49.89,50.39,49.52
09-02-2016,49.28,46589450,49.02,50.24,48.67
08-02-2016,49.41,58393070,49.55,49.57,48.19
05-02-2016,50.16,61262540,51.94,52,49.56
04-02-2016,52,46967100,52.1,52.81,51.37
03-02-2016,52.16,57526850,53.25,53.39,51.26
02-02-2016,53,55388320,54.17,54.26,52.65
01-02-2016,54.71,44172930,54.88,55.09,54.495
29-01-2016,55.09,83559310,54.73,55.09,54
28-01-2016,52.055,61275100,51.86,52.21,51.25
27-01-2016,51.22,36647310,52.01,52.2,51.0201
26-01-2016,52.17,28768620,51.79,52.44,51.55
25-01-2016,51.79,34654900,51.94,52.65,51.65
22-01-2016,52.29,36881330,51.41,52.33,51.26
21-01-2016,50.48,40172530,51,51.58,50.3
20-01-2016,50.79,63249630,49.98,51.38,49.1
19-01-2016,50.56,43484630,51.48,51.68,50.06
15-01-2016,50.99,71037400,51.31,51.97,50.34
14-01-2016,53.11,52227000,52,53.4163,51.57
13-01-2016,51.64,66862860,53.8,54.07,51.3038
12-01-2016,52.78,36061760,52.76,53.1,52.06
11-01-2016,52.3,36889200,52.51,52.85,51.46
08-01-2016,52.33,48718970,52.37,53.28,52.15
07-01-2016,52.17,56497950,52.7,53.485,52.07
06-01-2016,54.05,39498780,54.32,54.4001,53.64
05-01-2016,55.05,34059040,54.93,55.39,54.54
04-01-2016,54.8,53209740,54.32,54.8,53.39
31-12-2015,55.48,27329930,56.04,56.19,55.42
30-12-2015,56.31,21690270,56.47,56.78,56.2875
29-12-2015,56.55,27727810,56.29,56.85,56.06
28-12-2015,55.95,21704030,55.35,55.95,54.98
24-12-2015,55.67,9570002,55.86,55.96,55.43
23-12-2015,55.82,27269200,55.7,55.88,55.44
22-12-2015,55.35,28305310,54.99,55.48,54.5
21-12-2015,54.83,37221910,54.88,55.35,54.2262
18-12-2015,54.13,84141520,55.77,56,54.03
17-12-2015,55.7,41244620,56.36,56.79,55.5348
16-12-2015,56.13,37473420,55.54,56.245,54.76
15-12-2015,55.2,39678290,55.66,55.9,55.09
14-12-2015,55.14,46963970,54.33,55.21,53.68
11-12-2015,54.06,39535140,54.71,55.1,54.01
10-12-2015,55.27,31771820,55.39,55.655,55.01
09-12-2015,54.98,36359780,55.37,55.87,54.51
08-12-2015,55.79,32752860,55.47,56.1,54.99
07-12-2015,55.81,30704980,55.79,55.97,55.29
04-12-2015,55.91,43954660,54.12,56.23,54.1
03-12-2015,54.2,38625370,55.49,55.77,53.93
02-12-2015,55.21,47249030,55.32,55.96,55.06
01-12-2015,55.22,39912320,54.41,55.23,54.3
30-11-2015,54.35,54403560,54.54,54.96,53.9999
27-11-2015,53.93,9009132,53.8,54.08,53.79
25-11-2015,53.69,20987820,54.09,54.23,53.69
24-11-2015,54.25,24589530,53.92,54.44,53.58
23-11-2015,54.19,28218110,54.25,54.46,53.75
20-11-2015,54.19,37106670,54.25,54.3,53.265
19-11-2015,53.94,28141820,53.99,54.66,53.781
18-11-2015,53.85,29125950,53,53.98,52.9799
17-11-2015,52.97,31546750,53.17,53.53,52.85
16-11-2015,53.765,31944340,53.08,53.89,52.85
13-11-2015,52.84,36796370,53.07,53.29,52.53
12-11-2015,53.32,35304350,53.48,53.9791,53.19
11-11-2015,53.65,34010630,53.7,54.2,53.46
10-11-2015,53.51,55268090,54.07,54.13,53.27
09-11-2015,54.16,32498870,54.55,54.87,53.56
06-11-2015,54.92,32835100,54.085,54.98,53.964
05-11-2015,54.38,31466080,54.49,54.7,54
04-11-2015,54.4,37084780,54.18,54.88,54.06
03-11-2015,54.15,36584100,52.93,54.39,52.9
02-11-2015,53.24,30229020,52.85,53.36,52.62
30-10-2015,52.64,46602700,53.32,53.99,52.62
29-10-2015,53.36,30109050,53.54,53.83,53.22
28-10-2015,53.98,46948360,53.54,53.98,52.86
27-10-2015,53.69,50959580,53.99,54.37,53.58
26-10-2015,54.25,64541790,52.53,54.32,52.5
23-10-2015,52.87,135152900,52.3,54.07,52.25
22-10-2015,48.03,55888280,47.53,48.95,47.09
21-10-2015,47.2,25222760,47.92,47.99,47.11
20-10-2015,47.77,30794100,47.44,47.81,47.02
19-10-2015,47.62,29357660,47.42,47.88,47.02
16-10-2015,47.51,25845550,47.02,47.54,46.897
15-10-2015,47.01,27155510,47.01,47.03,46.53
14-10-2015,46.68,24693460,46.65,47.1,46.53
13-10-2015,46.89,19985330,46.56,47.1299,46.56
12-10-2015,47,19756420,46.98,47.07,46.5
09-10-2015,47.11,28581690,47.45,47.54,46.92
08-10-2015,47.45,33733860,46.56,47.515,46.5
07-10-2015,46.8,27695610,47.1,47.35,45.95
